Customer_ID,Satisfaction_Score,Likelihood_to_Recommend,Feedback_Comments_Encoded,Feedback_Comment,Satisfaction_Score_Normalized,Likelihood_to_Recommend_Normalized,Recommendation_Category,Satisfaction_Category
196,2.0,5,3,Unsatisfactory,0.1111111111111111,0.4444444444444445,Medium,Dissatisfied
127,9.0,5,4,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
349,1.0,2,1,Unsatisfactory,0.0,0.1111111111111111,Low,Dissatisfied
743,4.0,7,2,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
44,10.0,8,1,Excellent,1.0,0.7777777777777777,High,Satisfied
742,6.0,2,4,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
728,7.0,4,3,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
244,3.0,3,2,Needs improvement,0.2222222222222222,0.2222222222222222,Low,Dissatisfied
9,9.0,4,4,Very satisfied,0.8888888888888888,0.3333333333333333,Low,Satisfied
762,4.0,5,2,Needs improvement,0.3333333333333333,0.4444444444444445,Medium,Neutral
712,5.0,6,0,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
846,8.0,2,4,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
79,3.0,10,2,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
757,8.0,6,3,Very satisfied,0.7777777777777777,0.5555555555555556,Medium,Satisfied
190,1.0,9,4,Unsatisfactory,0.0,0.8888888888888888,High,Dissatisfied
86,8.0,8,4,Very satisfied,0.7777777777777777,0.7777777777777777,High,Satisfied
485,10.0,1,1,Excellent,1.0,0.0,Low,Satisfied
271,8.0,9,3,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
774,6.0,10,4,Good service,0.5555555555555556,1.0,High,Neutral
513,6.0,2,3,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
20,9.0,1,2,Very satisfied,0.8888888888888888,0.0,Low,Satisfied
489,6.0,6,1,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
932,1.0,1,2,Unsatisfactory,0.0,0.0,Low,Dissatisfied
130,6.0,6,0,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
838,1.0,2,1,Unsatisfactory,0.0,0.1111111111111111,Low,Dissatisfied
770,6.0,7,1,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
643,3.0,7,2,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
7,6.0,4,4,Good service,0.5555555555555556,0.3333333333333333,Low,Neutral
852,6.0,2,4,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
753,1.0,7,4,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
704,9.0,1,1,Very satisfied,0.8888888888888888,0.0,Low,Satisfied
937,8.0,2,4,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
310,2.0,2,3,Unsatisfactory,0.1111111111111111,0.1111111111111111,Low,Dissatisfied
809,2.0,1,0,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
627,5.0,9,4,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
901,10.0,6,1,Excellent,1.0,0.5555555555555556,Medium,Satisfied
473,2.0,3,4,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
102,1.0,6,4,Unsatisfactory,0.0,0.5555555555555556,Medium,Dissatisfied
338,2.0,7,1,Unsatisfactory,0.1111111111111111,0.6666666666666665,Medium,Dissatisfied
319,5.0,3,1,Good service,0.4444444444444445,0.2222222222222222,Low,Neutral
513,10.0,4,0,Excellent,1.0,0.3333333333333333,Low,Satisfied
25,7.0,10,1,Good service,0.6666666666666665,1.0,High,Satisfied
721,5.0,1,1,Good service,0.4444444444444445,0.0,Low,Neutral
430,1.0,6,1,Unsatisfactory,0.0,0.5555555555555556,Medium,Dissatisfied
143,7.0,6,4,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
709,6.0,9,3,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
657,7.0,2,4,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
149,2.0,5,0,Unsatisfactory,0.1111111111111111,0.4444444444444445,Medium,Dissatisfied
693,5.0,5,4,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
55,8.0,7,2,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
471,7.0,5,0,Good service,0.6666666666666665,0.4444444444444445,Medium,Satisfied
363,6.0,10,4,Good service,0.5555555555555556,1.0,High,Neutral
650,6.0,4,1,Good service,0.5555555555555556,0.3333333333333333,Low,Neutral
209,1.0,10,3,Unsatisfactory,0.0,1.0,High,Dissatisfied
185,1.0,2,4,Unsatisfactory,0.0,0.1111111111111111,Low,Dissatisfied
65,7.0,8,2,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
549,3.0,5,4,Needs improvement,0.2222222222222222,0.4444444444444445,Medium,Dissatisfied
112,6.0,4,1,Good service,0.5555555555555556,0.3333333333333333,Low,Neutral
263,5.0,9,4,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
76,3.0,2,0,Needs improvement,0.2222222222222222,0.1111111111111111,Low,Dissatisfied
296,6.0,3,4,Good service,0.5555555555555556,0.2222222222222222,Low,Neutral
178,3.0,8,4,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
766,8.0,4,2,Very satisfied,0.7777777777777777,0.3333333333333333,Low,Satisfied
1,7.0,9,1,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
148,9.0,10,1,Very satisfied,0.8888888888888888,1.0,High,Satisfied
876,5.0,10,4,Good service,0.4444444444444445,1.0,High,Neutral
671,1.0,10,3,Unsatisfactory,0.0,1.0,High,Dissatisfied
836,10.0,10,2,Excellent,1.0,1.0,High,Satisfied
986,8.0,9,1,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
780,2.0,10,4,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
662,6.0,9,2,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
129,1.0,1,3,Unsatisfactory,0.0,0.0,Low,Dissatisfied
638,6.0,6,1,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
513,4.0,10,4,Needs improvement,0.3333333333333333,1.0,High,Neutral
899,5.0,6,1,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
629,10.0,8,2,Excellent,1.0,0.7777777777777777,High,Satisfied
972,7.0,7,0,Good service,0.6666666666666665,0.6666666666666665,Medium,Satisfied
502,6.0,7,4,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
149,6.0,2,1,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
269,9.0,4,4,Very satisfied,0.8888888888888888,0.3333333333333333,Low,Satisfied
701,6.0,1,1,Good service,0.5555555555555556,0.0,Low,Neutral
653,6.0,7,1,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
105,9.0,4,0,Very satisfied,0.8888888888888888,0.3333333333333333,Low,Satisfied
466,10.0,9,4,Excellent,1.0,0.8888888888888888,High,Satisfied
764,5.0,6,3,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
929,6.0,6,1,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
902,6.0,9,3,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
281,7.0,8,2,Good service,0.6666666666666665,0.7777777777777777,High,Satisfied
407,9.0,6,4,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
856,5.0,6,0,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
613,5.0,6,4,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
794,4.0,4,2,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
900,10.0,5,3,Excellent,1.0,0.4444444444444445,Medium,Satisfied
358,4.0,3,4,Needs improvement,0.3333333333333333,0.2222222222222222,Low,Neutral
675,8.0,9,2,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
203,2.0,2,3,Unsatisfactory,0.1111111111111111,0.1111111111111111,Low,Dissatisfied
612,10.0,7,0,Excellent,1.0,0.6666666666666665,Medium,Satisfied
281,8.0,1,3,Very satisfied,0.7777777777777777,0.0,Low,Satisfied
916,2.0,10,1,Unsatisfactory,0.1111111111111111,1.0,High,Dissatisfied
257,1.0,7,2,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
94,10.0,2,3,Excellent,1.0,0.1111111111111111,Low,Satisfied
324,9.0,5,2,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
791,8.0,1,3,Very satisfied,0.7777777777777777,0.0,Low,Satisfied
739,6.0,5,4,Good service,0.5555555555555556,0.4444444444444445,Medium,Neutral
362,4.0,4,4,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
662,2.0,1,2,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
351,8.0,1,0,Very satisfied,0.7777777777777777,0.0,Low,Satisfied
62,3.0,7,1,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
641,10.0,3,0,Excellent,1.0,0.2222222222222222,Low,Satisfied
187,4.0,10,0,Needs improvement,0.3333333333333333,1.0,High,Neutral
580,5.0,9,0,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
915,4.0,9,0,Needs improvement,0.3333333333333333,0.8888888888888888,High,Neutral
542,8.0,10,3,Very satisfied,0.7777777777777777,1.0,High,Satisfied
897,9.0,9,3,Very satisfied,0.8888888888888888,0.8888888888888888,High,Satisfied
304,1.0,1,2,Unsatisfactory,0.0,0.0,Low,Dissatisfied
787,2.0,4,4,Unsatisfactory,0.1111111111111111,0.3333333333333333,Low,Dissatisfied
639,4.0,1,4,Needs improvement,0.3333333333333333,0.0,Low,Neutral
436,1.0,1,4,Unsatisfactory,0.0,0.0,Low,Dissatisfied
213,6.0,9,4,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
406,5.0,5,4,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
818,7.0,1,0,Good service,0.6666666666666665,0.0,Low,Satisfied
962,6.0,3,2,Good service,0.5555555555555556,0.2222222222222222,Low,Neutral
134,3.0,7,1,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
960,5.0,2,3,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
917,3.0,4,1,Needs improvement,0.2222222222222222,0.3333333333333333,Low,Dissatisfied
993,9.0,2,4,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
915,2.0,9,3,Unsatisfactory,0.1111111111111111,0.8888888888888888,High,Dissatisfied
219,6.0,9,1,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
421,9.0,7,2,Very satisfied,0.8888888888888888,0.6666666666666665,Medium,Satisfied
319,10.0,7,1,Excellent,1.0,0.6666666666666665,Medium,Satisfied
157,7.0,2,2,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
188,5.0,10,3,Good service,0.4444444444444445,1.0,High,Neutral
476,2.0,8,4,Unsatisfactory,0.1111111111111111,0.7777777777777777,High,Dissatisfied
162,2.0,1,0,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
129,4.0,8,4,Needs improvement,0.3333333333333333,0.7777777777777777,High,Neutral
304,10.0,5,2,Excellent,1.0,0.4444444444444445,Medium,Satisfied
89,2.0,4,0,Unsatisfactory,0.1111111111111111,0.3333333333333333,Low,Dissatisfied
895,8.0,10,0,Very satisfied,0.7777777777777777,1.0,High,Satisfied
917,10.0,2,1,Excellent,1.0,0.1111111111111111,Low,Satisfied
162,7.0,3,4,Good service,0.6666666666666665,0.2222222222222222,Low,Satisfied
922,7.0,10,3,Good service,0.6666666666666665,1.0,High,Satisfied
36,3.0,2,4,Needs improvement,0.2222222222222222,0.1111111111111111,Low,Dissatisfied
227,7.0,4,1,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
151,8.0,3,3,Very satisfied,0.7777777777777777,0.2222222222222222,Low,Satisfied
593,5.0,5,2,Good service,0.4444444444444445,0.4444444444444445,Medium,Neutral
47,1.0,7,4,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
716,1.0,9,1,Unsatisfactory,0.0,0.8888888888888888,High,Dissatisfied
940,4.0,5,0,Needs improvement,0.3333333333333333,0.4444444444444445,Medium,Neutral
660,2.0,8,2,Unsatisfactory,0.1111111111111111,0.7777777777777777,High,Dissatisfied
231,7.0,2,3,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
539,3.0,6,1,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
701,4.0,8,4,Needs improvement,0.3333333333333333,0.7777777777777777,High,Neutral
165,9.0,9,1,Very satisfied,0.8888888888888888,0.8888888888888888,High,Satisfied
724,2.0,4,2,Unsatisfactory,0.1111111111111111,0.3333333333333333,Low,Dissatisfied
820,8.0,4,1,Very satisfied,0.7777777777777777,0.3333333333333333,Low,Satisfied
587,1.0,7,2,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
604,3.0,4,3,Needs improvement,0.2222222222222222,0.3333333333333333,Low,Dissatisfied
574,4.0,5,3,Needs improvement,0.3333333333333333,0.4444444444444445,Medium,Neutral
66,6.0,2,4,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
920,1.0,2,3,Unsatisfactory,0.0,0.1111111111111111,Low,Dissatisfied
80,8.0,10,2,Very satisfied,0.7777777777777777,1.0,High,Satisfied
140,2.0,5,4,Unsatisfactory,0.1111111111111111,0.4444444444444445,Medium,Dissatisfied
400,5.0,10,4,Good service,0.4444444444444445,1.0,High,Neutral
932,6.0,10,2,Good service,0.5555555555555556,1.0,High,Neutral
130,8.0,2,1,Very satisfied,0.7777777777777777,0.1111111111111111,Low,Satisfied
985,3.0,6,4,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
766,9.0,6,4,Very satisfied,0.8888888888888888,0.5555555555555556,Medium,Satisfied
446,5.0,8,4,Good service,0.4444444444444445,0.7777777777777777,High,Neutral
832,8.0,1,0,Very satisfied,0.7777777777777777,0.0,Low,Satisfied
29,4.0,7,3,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
988,9.0,7,2,Very satisfied,0.8888888888888888,0.6666666666666665,Medium,Satisfied
202,8.0,9,0,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
237,5.0,4,2,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
599,3.0,7,3,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
608,1.0,6,1,Unsatisfactory,0.0,0.5555555555555556,Medium,Dissatisfied
799,5.0,4,2,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
339,5.0,10,4,Good service,0.4444444444444445,1.0,High,Neutral
399,4.0,8,1,Needs improvement,0.3333333333333333,0.7777777777777777,High,Neutral
439,10.0,3,4,Excellent,1.0,0.2222222222222222,Low,Satisfied
289,10.0,8,1,Excellent,1.0,0.7777777777777777,High,Satisfied
252,8.0,5,4,Very satisfied,0.7777777777777777,0.4444444444444445,Medium,Satisfied
977,3.0,4,1,Needs improvement,0.2222222222222222,0.3333333333333333,Low,Dissatisfied
692,10.0,3,3,Excellent,1.0,0.2222222222222222,Low,Satisfied
100,9.0,10,1,Very satisfied,0.8888888888888888,1.0,High,Satisfied
916,3.0,7,3,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
585,4.0,7,2,Needs improvement,0.3333333333333333,0.6666666666666665,Medium,Neutral
422,6.0,6,2,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
643,9.0,3,1,Very satisfied,0.8888888888888888,0.2222222222222222,Low,Satisfied
694,10.0,9,0,Excellent,1.0,0.8888888888888888,High,Satisfied
706,2.0,2,4,Unsatisfactory,0.1111111111111111,0.1111111111111111,Low,Dissatisfied
18,2.0,3,2,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
471,2.0,1,2,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
638,5.0,7,1,Good service,0.4444444444444445,0.6666666666666665,Medium,Neutral
723,6.0,2,1,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
7,6.0,10,1,Good service,0.5555555555555556,1.0,High,Neutral
419,3.0,8,3,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
508,6.0,2,0,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
114,1.0,6,1,Unsatisfactory,0.0,0.5555555555555556,Medium,Dissatisfied
852,9.0,1,1,Very satisfied,0.8888888888888888,0.0,Low,Satisfied
511,10.0,8,4,Excellent,1.0,0.7777777777777777,High,Satisfied
596,4.0,5,0,Needs improvement,0.3333333333333333,0.4444444444444445,Medium,Neutral
851,2.0,9,1,Unsatisfactory,0.1111111111111111,0.8888888888888888,High,Dissatisfied
873,6.0,3,1,Good service,0.5555555555555556,0.2222222222222222,Low,Neutral
976,5.0,2,0,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
614,3.0,7,2,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
469,3.0,7,2,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
93,5.0,10,4,Good service,0.4444444444444445,1.0,High,Neutral
492,4.0,5,1,Needs improvement,0.3333333333333333,0.4444444444444445,Medium,Neutral
828,5.0,7,0,Good service,0.4444444444444445,0.6666666666666665,Medium,Neutral
102,2.0,6,2,Unsatisfactory,0.1111111111111111,0.5555555555555556,Medium,Dissatisfied
493,1.0,9,1,Unsatisfactory,0.0,0.8888888888888888,High,Dissatisfied
763,5.0,3,4,Good service,0.4444444444444445,0.2222222222222222,Low,Neutral
536,1.0,4,1,Unsatisfactory,0.0,0.3333333333333333,Low,Dissatisfied
485,3.0,9,2,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
989,8.0,10,4,Very satisfied,0.7777777777777777,1.0,High,Satisfied
479,8.0,8,2,Very satisfied,0.7777777777777777,0.7777777777777777,High,Satisfied
877,9.0,10,2,Very satisfied,0.8888888888888888,1.0,High,Satisfied
167,1.0,6,3,Unsatisfactory,0.0,0.5555555555555556,Medium,Dissatisfied
140,4.0,3,4,Needs improvement,0.3333333333333333,0.2222222222222222,Low,Neutral
94,6.0,9,3,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
181,7.0,9,2,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
576,5.0,6,1,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
4,7.0,2,0,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
606,10.0,7,4,Excellent,1.0,0.6666666666666665,Medium,Satisfied
389,8.0,9,2,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
272,10.0,9,1,Excellent,1.0,0.8888888888888888,High,Satisfied
795,6.0,3,2,Good service,0.5555555555555556,0.2222222222222222,Low,Neutral
132,4.0,2,2,Needs improvement,0.3333333333333333,0.1111111111111111,Low,Neutral
584,1.0,5,4,Unsatisfactory,0.0,0.4444444444444445,Medium,Dissatisfied
816,5.0,10,2,Good service,0.4444444444444445,1.0,High,Neutral
904,10.0,7,2,Excellent,1.0,0.6666666666666665,Medium,Satisfied
593,10.0,3,3,Excellent,1.0,0.2222222222222222,Low,Satisfied
512,10.0,4,4,Excellent,1.0,0.3333333333333333,Low,Satisfied
686,4.0,10,1,Needs improvement,0.3333333333333333,1.0,High,Neutral
812,5.0,2,2,Good service,0.4444444444444445,0.1111111111111111,Low,Neutral
963,6.0,10,4,Good service,0.5555555555555556,1.0,High,Neutral
987,9.0,2,2,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
52,3.0,7,4,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
290,6.0,2,1,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
446,10.0,1,3,Excellent,1.0,0.0,Low,Satisfied
237,7.0,4,3,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
789,2.0,6,2,Unsatisfactory,0.1111111111111111,0.5555555555555556,Medium,Dissatisfied
491,9.0,10,3,Very satisfied,0.8888888888888888,1.0,High,Satisfied
280,8.0,10,3,Very satisfied,0.7777777777777777,1.0,High,Satisfied
44,6.0,4,2,Good service,0.5555555555555556,0.3333333333333333,Low,Neutral
882,9.0,1,0,Very satisfied,0.8888888888888888,0.0,Low,Satisfied
766,3.0,1,2,Needs improvement,0.2222222222222222,0.0,Low,Dissatisfied
937,4.0,9,2,Needs improvement,0.3333333333333333,0.8888888888888888,High,Neutral
925,7.0,1,1,Good service,0.6666666666666665,0.0,Low,Satisfied
359,1.0,7,0,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
646,1.0,7,1,Unsatisfactory,0.0,0.6666666666666665,Medium,Dissatisfied
568,1.0,1,4,Unsatisfactory,0.0,0.0,Low,Dissatisfied
526,8.0,1,4,Very satisfied,0.7777777777777777,0.0,Low,Satisfied
690,6.0,6,4,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
462,3.0,8,1,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
101,10.0,7,3,Excellent,1.0,0.6666666666666665,Medium,Satisfied
692,7.0,6,2,Good service,0.6666666666666665,0.5555555555555556,Medium,Satisfied
984,6.0,10,4,Good service,0.5555555555555556,1.0,High,Neutral
461,5.0,3,3,Good service,0.4444444444444445,0.2222222222222222,Low,Neutral
769,3.0,7,2,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
268,4.0,6,2,Needs improvement,0.3333333333333333,0.5555555555555556,Medium,Neutral
883,1.0,8,1,Unsatisfactory,0.0,0.7777777777777777,High,Dissatisfied
362,9.0,4,3,Very satisfied,0.8888888888888888,0.3333333333333333,Low,Satisfied
408,5.0,9,1,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
37,2.0,1,4,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
468,9.0,7,1,Very satisfied,0.8888888888888888,0.6666666666666665,Medium,Satisfied
966,7.0,9,3,Good service,0.6666666666666665,0.8888888888888888,High,Satisfied
716,8.0,10,2,Very satisfied,0.7777777777777777,1.0,High,Satisfied
981,3.0,1,4,Needs improvement,0.2222222222222222,0.0,Low,Dissatisfied
259,7.0,10,4,Good service,0.6666666666666665,1.0,High,Satisfied
509,1.0,3,2,Unsatisfactory,0.0,0.2222222222222222,Low,Dissatisfied
667,6.0,7,2,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
750,10.0,9,1,Excellent,1.0,0.8888888888888888,High,Satisfied
612,10.0,6,0,Excellent,1.0,0.5555555555555556,Medium,Satisfied
273,6.0,2,1,Good service,0.5555555555555556,0.1111111111111111,Low,Neutral
625,3.0,5,2,Needs improvement,0.2222222222222222,0.4444444444444445,Medium,Dissatisfied
110,6.0,7,4,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
655,3.0,7,3,Needs improvement,0.2222222222222222,0.6666666666666665,Medium,Dissatisfied
679,10.0,10,1,Excellent,1.0,1.0,High,Satisfied
260,9.0,7,4,Very satisfied,0.8888888888888888,0.6666666666666665,Medium,Satisfied
657,7.0,4,3,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
742,4.0,6,3,Needs improvement,0.3333333333333333,0.5555555555555556,Medium,Neutral
907,3.0,10,4,Needs improvement,0.2222222222222222,1.0,High,Dissatisfied
268,6.0,6,4,Good service,0.5555555555555556,0.5555555555555556,Medium,Neutral
32,9.0,7,1,Very satisfied,0.8888888888888888,0.6666666666666665,Medium,Satisfied
923,3.0,9,2,Needs improvement,0.2222222222222222,0.8888888888888888,High,Dissatisfied
940,8.0,6,3,Very satisfied,0.7777777777777777,0.5555555555555556,Medium,Satisfied
811,6.0,10,2,Good service,0.5555555555555556,1.0,High,Neutral
731,4.0,1,2,Needs improvement,0.3333333333333333,0.0,Low,Neutral
177,5.0,8,3,Good service,0.4444444444444445,0.7777777777777777,High,Neutral
104,3.0,2,2,Needs improvement,0.2222222222222222,0.1111111111111111,Low,Dissatisfied
236,2.0,3,2,Unsatisfactory,0.1111111111111111,0.2222222222222222,Low,Dissatisfied
93,9.0,5,2,Very satisfied,0.8888888888888888,0.4444444444444445,Medium,Satisfied
201,3.0,6,3,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
811,6.0,7,1,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
899,5.0,4,1,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
743,10.0,3,4,Excellent,1.0,0.2222222222222222,Low,Satisfied
925,8.0,9,3,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
767,5.0,4,1,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
597,8.0,9,1,Very satisfied,0.7777777777777777,0.8888888888888888,High,Satisfied
35,5.0,9,0,Good service,0.4444444444444445,0.8888888888888888,High,Neutral
117,10.0,3,0,Excellent,1.0,0.2222222222222222,Low,Satisfied
688,6.0,3,0,Good service,0.5555555555555556,0.2222222222222222,Low,Neutral
458,5.0,8,4,Good service,0.4444444444444445,0.7777777777777777,High,Neutral
471,2.0,1,3,Unsatisfactory,0.1111111111111111,0.0,Low,Dissatisfied
935,10.0,6,1,Excellent,1.0,0.5555555555555556,Medium,Satisfied
985,10.0,6,4,Excellent,1.0,0.5555555555555556,Medium,Satisfied
920,6.0,9,1,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
788,7.0,2,2,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
399,3.0,8,4,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
597,6.0,7,2,Good service,0.5555555555555556,0.6666666666666665,Medium,Neutral
117,7.0,2,3,Good service,0.6666666666666665,0.1111111111111111,Low,Satisfied
362,10.0,1,1,Excellent,1.0,0.0,Low,Satisfied
204,4.0,4,1,Needs improvement,0.3333333333333333,0.3333333333333333,Low,Neutral
146,2.0,2,1,Unsatisfactory,0.1111111111111111,0.1111111111111111,Low,Dissatisfied
444,9.0,3,0,Very satisfied,0.8888888888888888,0.2222222222222222,Low,Satisfied
727,9.0,2,4,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
617,6.0,9,1,Good service,0.5555555555555556,0.8888888888888888,High,Neutral
861,2.0,4,1,Unsatisfactory,0.1111111111111111,0.3333333333333333,Low,Dissatisfied
297,3.0,1,3,Needs improvement,0.2222222222222222,0.0,Low,Dissatisfied
868,5.0,8,4,Good service,0.4444444444444445,0.7777777777777777,High,Neutral
581,5.0,4,1,Good service,0.4444444444444445,0.3333333333333333,Low,Neutral
487,9.0,10,1,Very satisfied,0.8888888888888888,1.0,High,Satisfied
986,10.0,8,3,Excellent,1.0,0.7777777777777777,High,Satisfied
767,3.0,8,1,Needs improvement,0.2222222222222222,0.7777777777777777,High,Dissatisfied
231,2.0,9,2,Unsatisfactory,0.1111111111111111,0.8888888888888888,High,Dissatisfied
203,10.0,10,4,Excellent,1.0,1.0,High,Satisfied
362,8.0,7,0,Very satisfied,0.7777777777777777,0.6666666666666665,Medium,Satisfied
395,7.0,4,2,Good service,0.6666666666666665,0.3333333333333333,Low,Satisfied
248,9.0,2,2,Very satisfied,0.8888888888888888,0.1111111111111111,Low,Satisfied
440,3.0,6,1,Needs improvement,0.2222222222222222,0.5555555555555556,Medium,Dissatisfied
914,6.0,4,1,Good service,0.5555555555555556,0.3333333333333333,Low,Neutral
396,5.0,6,1,Good service,0.4444444444444445,0.5555555555555556,Medium,Neutral
761,5.0,8,2,Good service,0.4444444444444445,0.7777777777777777,High,Neutral
656,10.0,3,0,Excellent,1.0,0.2222222222222222,Low,Satisfied
795,8.0,1,1,Very satisfied,0.7777777777777777,0.0,Low,Satisfied
